Using device: cpu
gc-2.0-12-1
Goal, Curr: (-1.16,  0.80), ( -1.40,  -1.40)   Error: 2.21
Last SG, Last State: ( -1.74,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-1.03,  0.87), ( -1.40,  -1.40)   Error: 2.30
Last SG, Last State: ( -1.76,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-0.83,  0.95), ( -1.40,  -1.40)   Error: 2.41
Last SG, Last State: ( -1.78,  -3.40), ( -1.40,  -1.40)  SG Improvement:-0.00000 

Goal, Curr: (-0.89,  1.11), ( -1.40,  -1.40)   Error: 2.56
Last SG, Last State: ( -1.74,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-1.03,  1.24), ( -1.40,  -1.40)   Error: 2.67
Last SG, Last State: ( -1.68,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-1.09,  0.92), ( -1.40,  -1.40)   Error: 2.34
Last SG, Last State: ( -1.73,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-1.20,  0.77), ( -1.40,  -1.40)   Error: 2.18
Last SG, Last State: ( -1.74,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-0.83,  1.08), ( -1.40,  -1.40)   Error: 2.54
Last SG, Last State: ( -1.76,  -3.40), ( -1.40,  -1.40)  SG Improvement:-0.00000 

Goal, Curr: (-0.92,  0.84), ( -1.40,  -1.40)   Error: 2.28
Last SG, Last State: ( -1.79,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-1.14,  0.99), ( -1.40,  -1.40)   Error: 2.41
Last SG, Last State: ( -1.71,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-1.25,  0.85), ( -1.40,  -1.40)   Error: 2.26
Last SG, Last State: ( -1.71,  -3.40), ( -1.40,  -1.40)  SG Improvement:-0.00000 

Goal, Curr: (-1.23,  0.97), ( -1.40,  -1.40)   Error: 2.37
Last SG, Last State: ( -1.69,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-0.91,  1.09), ( -1.40,  -1.40)   Error: 2.54
Last SG, Last State: ( -1.74,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-0.82,  0.94), ( -1.40,  -1.40)   Error: 2.41
Last SG, Last State: ( -1.79,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-1.14,  1.23), ( -1.40,  -1.40)   Error: 2.64
Last SG, Last State: ( -1.66,  -3.40), ( -1.40,  -1.40)  SG Improvement:-0.00000 

Goal, Curr: (-1.23,  1.14), ( -1.40,  -1.40)   Error: 2.54
Last SG, Last State: ( -1.66,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-1.18,  0.90), ( -1.40,  -1.40)   Error: 2.31
Last SG, Last State: ( -1.72,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-1.22,  1.25), ( -1.40,  -1.40)   Error: 2.65
Last SG, Last State: ( -1.64,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-1.23,  0.92), ( -1.40,  -1.40)   Error: 2.32
Last SG, Last State: ( -1.70,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-1.04,  0.96), ( -1.40,  -1.40)   Error: 2.38
Last SG, Last State: ( -1.74,  -3.40), ( -1.40,  -1.40)  SG Improvement:-0.00000 

Goal, Curr: (-0.98,  0.98), ( -1.40,  -1.40)   Error: 2.42
Last SG, Last State: ( -1.75,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-1.04,  0.96), ( -1.40,  -1.40)   Error: 2.38
Last SG, Last State: ( -1.74,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-0.96,  1.14), ( -1.40,  -1.40)   Error: 2.58
Last SG, Last State: ( -1.72,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-0.82,  0.82), ( -1.40,  -1.40)   Error: 2.29
Last SG, Last State: ( -1.81,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-0.77,  0.77), ( -1.40,  -1.40)   Error: 2.26
Last SG, Last State: ( -1.82,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-0.82,  1.21), ( -1.40,  -1.40)   Error: 2.67
Last SG, Last State: ( -1.74,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-0.93,  1.14), ( -1.40,  -1.40)   Error: 2.58
Last SG, Last State: ( -1.73,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-1.21,  1.25), ( -1.40,  -1.40)   Error: 2.65
Last SG, Last State: ( -1.64,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-1.08,  1.08), ( -1.40,  -1.40)   Error: 2.50
Last SG, Last State: ( -1.70,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-0.90,  0.89), ( -1.40,  -1.40)   Error: 2.34
Last SG, Last State: ( -1.78,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-1.21,  0.96), ( -1.40,  -1.40)   Error: 2.37
Last SG, Last State: ( -1.70,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-0.95,  0.80), ( -1.40,  -1.40)   Error: 2.25
Last SG, Last State: ( -1.79,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-0.80,  0.92), ( -1.40,  -1.40)   Error: 2.40
Last SG, Last State: ( -1.79,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-1.13,  0.96), ( -1.40,  -1.40)   Error: 2.37
Last SG, Last State: ( -1.72,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-1.11,  0.77), ( -1.40,  -1.40)   Error: 2.18
Last SG, Last State: ( -1.76,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-1.18,  1.13), ( -1.40,  -1.40)   Error: 2.54
Last SG, Last State: ( -1.67,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-1.07,  1.15), ( -1.40,  -1.40)   Error: 2.57
